canonical_id,canonical_name,facility_address,facility_city,facility_state,facility_zip,lat,lon,geocode_source,google_lat,google_lon,source_lat,source_lon,source_name,divergence_km,address_quality,divergent
100,Delaware County Jail (George W. Hill),500 Chayney Road,Thornton,PA,19373,39.9020477,-75.5152955,google_maps+vera_institute,39.9020477,-75.5152955,39.905218,-75.512939,vera_institute,0.40580337687879586,full,FALSE
101,Denver Contract Detention Facility,3130 Oakland St,Aurora,CO,80010,39.76134709999999,-104.8490165,preference:google_maps,39.76134709999999,-104.8490165,39.766325,-104.864502,vera_institute,1.4346860767040068,full,TRUE
102,Denver Contract Detention Facility (Cdf) Ii,11901 E. 30th Ave,Aurora,CO,80010,39.7596321,-104.8491356,google_maps,39.7596321,-104.8491356,NA,NA,NA,NA,full,FALSE
103,Department of Corrections Hagatna,203 Aspinal Ave. Po Box 3236,Hagatna,GU,96910,13.474307,144.7505229,google_maps+vera_institute,13.474307,144.7505229,13.475742,144.750595,vera_institute,0.15975507656976007,full,FALSE
105,Adelanto ICE Processing Center,10250 Rancho Road,Adelanto,CA,92301,34.5592376,-117.4415063,google_maps+vera_institute,34.5592376,-117.4415063,34.557729,-117.441865,vera_institute,0.1709344521568076,full,FALSE
106,Diamondback Correctional Facility,"Route 2, Box 336",Watonga,OK,73772,35.8459755,-98.412496,google_maps,35.8459755,-98.412496,NA,NA,NA,NA,full,FALSE
108,Camp East Montana,6920 Digital Rd,El Paso,TX,79936,31.812729,-106.298333,preference:vera_institute,31.7473943,-106.2840728,31.812729,-106.298333,vera_institute,7.388877383500001,full,TRUE
109,Dodge County Jail,215 West Central Street,Juneau,WI,53039,43.4084408,-88.7058622,google_maps+vera_institute,43.4084408,-88.7058622,43.407113,-88.706195,vera_institute,0.15007225156899473,full,FALSE
110,Dona Ana County Detention Center,1850 Copper Loop,Las Cruces,NM,88004,32.3029629,-106.8056701,google_maps+vera_institute,32.3029629,-106.8056701,32.302904,-106.807471,vera_institute,0.16938566573929525,full,FALSE
111,Dorchester County Detention Center,829 Fieldcrest Road,Cambridge,MD,21613,38.5479445,-76.0584168,google_maps+vera_institute,38.5479445,-76.0584168,38.548291,-76.061404,vera_institute,0.26262021730678087,full,FALSE
112,Dorchester County Detention Center,220 Hodge Road,Summerville,SC,29483,33.057249,-80.221052,google_maps+vera_institute,33.057249,-80.221052,33.057249,-80.221052,vera_institute,0,full,FALSE
113,Douglas County,1409 Hammond Avenue,Superior,WI,54880,46.72149479999999,-92.0982418,google_maps+vera_institute,46.72149479999999,-92.0982418,46.721745,-92.097998,vera_institute,0.0334573565386083,full,FALSE
114,Douglas County Department of Corrections,710 South 17th St,Omaha,NE,68102,41.2530735,-95.9383692,google_maps+vera_institute,41.2530735,-95.9383692,41.25339,-95.938996,vera_institute,0.06312012597484275,full,FALSE
115,East Hidalgo Detention Center,1300 TX-107,La Villa,TX,78562,26.2963533,-97.9178948,preference:google_maps,26.2963533,-97.9178948,26.303264,-97.932129,vera_institute,1.613650606530053,full,TRUE
116,East Mesa Detention Facility,446 Alta Rd,San Diego,CA,92158,32.5895269,-116.9196445,google_maps+vera_institute,32.5895269,-116.9196445,32.590096,-116.922136,vera_institute,0.2418471111604767,full,FALSE
117,Eden Detention Center,702 E Broadway St,Eden,TX,76837,31.2166775,-99.8338127,google_maps+vera_institute,31.2166775,-99.8338127,31.21701,-99.833507,vera_institute,0.04703246088893643,full,FALSE
118,El Paso County Detention Facility,601 E. Overland,El Paso,TX,79901,31.7584731,-106.4831939,google_maps+vera_institute,31.7584731,-106.4831939,31.758577,-106.483474,vera_institute,0.02889275957476621,full,FALSE
119,El Paso Service Processing Center,8915 Montana Ave.,El Paso,TX,79925,31.7942381,-106.3676273,google_maps+vera_institute,31.7942381,-106.3676273,31.796447,-106.369651,vera_institute,0.31129990677099145,full,FALSE
120,El Valle Detention Facility,1800 Industrial Drive,Raymondville,TX,78580,26.470298,-97.7586475,preference:google_maps,26.470298,-97.7586475,26.480407,-97.767334,vera_institute,1.418118984865424,full,TRUE
121,Elizabeth Detention Center,625 Evans Street,Elizabeth,NJ,07201,40.6660324,-74.1898667,google_maps+vera_institute,40.6660324,-74.1898667,40.666157,-74.189694,vera_institute,0.020102991606818874,full,FALSE
122,Elmore County Jail,2255 E. 8th North,Mountain Home,ID,83647,43.1368404,-115.6731309,google_maps+vera_institute,43.1368404,-115.6731309,43.137034,-115.672984,vera_institute,0.024607004041405076,full,FALSE
123,Eloy Detention Center,1705 East Hanna Rd.,Eloy,AZ,85131,32.8176183,-111.5200907,google_maps+vera_institute,32.8176183,-111.5200907,32.817677,-111.51927,vera_institute,0.07697017809242591,full,FALSE
124,Erie County Jail,Department Of Corrections 1618 Ash Street,Erie,PA,16503,42.123951,-80.06694809999999,google_maps+vera_institute,42.123951,-80.06694809999999,42.124775,-80.065897,vera_institute,0.1261333940617868,full,FALSE
125,Delaney Hall Detention Facility,451 Doremus Avenue,Newark,NJ,07105,40.7181313,-74.12849729999999,preference:google_maps,40.7181313,-74.12849729999999,40.730608,-74.135742,vera_institute,1.5157342570380197,full,TRUE
127,Etowah County Jail,827 Forrest Avenue,Gadsden,AL,35901,34.0165766,-86.0123672,google_maps+vera_institute,34.0165766,-86.0123672,34.015737,-86.011933,vera_institute,0.10157496208389359,full,FALSE
128,Euless City Jail,1102 W. Euless Blvd.,Euless,TX,76040,32.8290476,-97.1022044,google_maps+vera_institute,32.8290476,-97.1022044,32.831663,-97.094468,vera_institute,0.7791576545991222,full,FALSE
129,FCI Atlanta,"601 Mcdonough Boulevard, SE",Atlanta,GA,30315,33.7123589,-84.3685888,google_maps+vera_institute,33.7123589,-84.3685888,33.712316,-84.368033,vera_institute,0.05163000264151497,full,FALSE
130,FDC Philadelphia,700 Arch St.,Philadelphia,PA,19106,39.9526835,-75.1521168,google_maps+vera_institute,39.9526835,-75.1521168,39.952909,-75.151925,vera_institute,0.02993348659415992,full,FALSE
132,Fayette County Detention Center,600 Old Frankford Cr,Lexington,KY,40510,38.0654485,-84.5456706,google_maps+vera_institute,38.0654485,-84.5456706,38.066097,-84.544851,vera_institute,0.10172547416991849,full,FALSE
133,Finney County Jail,304 N. 9th Street,Garden City,KS,67846,37.9676572,-100.8759294,google_maps+vera_institute,37.9676572,-100.8759294,37.967657,-100.875929,vera_institute,4.152224258748964e-5,full,FALSE
